# VELOCITY:    AVE_POFV:        ERROR:
           3     2.93333       8.974    0.322148
           3         3.2       5.961    0.712778
           3     3.46667       3.552    0.468311
           3     3.73333     2.70533    0.820309
           3           4       2.462    0.566124
           3     4.26667       1.066    0.396229
           3     4.53333    0.125667   0.0125107
           3         4.8       0.162    0.116836
           3     5.06667    0.237333   0.0392155
           3     5.33333        0.35    0.150586
           3         5.6   0.0793333    0.061138
           3     5.86667    0.155667    0.127101
           3     6.13333  0.00166667  0.00136083
           3         6.4        0.23     0.18535
           3     6.66667    0.228333     0.09405
           3     6.93333  0.00966667   0.0078928
           3         7.2           0           0
           3     7.46667           0           0
           3     7.73333           0           0
           4           0       0.204    0.175804
           4    0.266667     0.44025    0.127068
           4    0.533333     1.71125    0.344347
           4         0.8      4.0065    0.354096
           4     1.06667       8.111     1.11292
           4     1.33333       9.023    0.725379
           4         1.6     10.2995    0.431627
           4     1.86667       12.63     1.85308
           4     2.13333     11.4758    0.888963
           4         2.4     12.1805     1.29152
           4     2.66667     9.95075    0.260393
           4     2.93333     9.59825     0.59215
           4         3.2      6.1205    0.552141
           4     3.46667        4.16     0.63294
           4     3.73333     3.04675    0.682594
           4           4     2.68525     0.46654
           4     4.26667      0.9135    0.325197
           4     4.53333        0.16   0.0311789
           4         4.8     0.17625   0.0884918
           4     5.06667     0.25725   0.0340961
           4     5.33333     0.32125    0.115652
           4         5.6      0.0595   0.0489649
           4     5.86667     0.11675    0.101108
           4     6.13333     0.00125  0.00108253
           4         6.4      0.1725    0.147662
           4     6.66667     0.17125   0.0861361
           4     6.93333     0.00725  0.00627868
           4         7.2           0           0
           4     7.46667           0           0
           4     7.73333           0           0
           5           0      0.3354    0.183285
           5    0.266667      0.6256    0.194467
           5    0.533333       1.836    0.297217
           5         0.8      4.5278    0.545572
           5     1.06667       7.731    0.953007
           5     1.33333      9.2104    0.604025
           5         1.6      9.8448    0.533512
           5     1.86667     12.2594     1.51907
           5     2.13333     11.0936    0.789047
           5         2.4     11.5588     1.17335
           5     2.66667      9.7496    0.275253
           5     2.93333      9.7322    0.488636
           5         3.2       6.518    0.567023
           5     3.46667      4.5568    0.618346
           5     3.73333      3.4898    0.674709
           5           4       2.586    0.383644
           5     4.26667      0.9368    0.260991
           5     4.53333       0.315    0.140862
           5         4.8      0.2044   0.0751375
           5     5.06667      0.2088    0.051205
           5     5.33333       0.257    0.108916
           5         5.6      0.0476   0.0405922
           5     5.86667      0.0934   0.0835395
           5     6.13333       0.001 0.000894427
           5         6.4       0.138    0.122094
           5     6.66667       0.137   0.0754114
           5     6.93333      0.0058  0.00518768
           5         7.2           0           0
           5     7.46667           0           0
           5     7.73333           0           0
           6           0    0.306167    0.155051
           6    0.266667    0.772833    0.210539
           6    0.533333       1.914    0.257713
           6         0.8     4.62967    0.464056
           6     1.06667      7.5505    0.811085
           6     1.33333        9.02    0.532518
           6         1.6     9.64117    0.481891
           6     1.86667     12.3217     1.26717
           6     2.13333     10.9458    0.671233
           6         2.4     11.4678    0.981312
           6     2.66667      10.043    0.352633
           6     2.93333     9.66383    0.411951
           6         3.2     6.49317    0.473063
           6     3.46667     4.56733    0.515378
           6     3.73333     3.46383    0.562757
           6           4     2.81033    0.379668
           6     4.26667        1.03    0.233541
           6     4.53333       0.423    0.153295
           6         4.8    0.188667   0.0642407
           6     5.06667    0.174833    0.052747
           6     5.33333    0.215333   0.0984109
           6         5.6   0.0443333    0.033958
           6     5.86667   0.0778333   0.0710518
           6     6.13333 0.000833333 0.000760726
           6         6.4       0.115    0.103889
           6     6.66667    0.114167   0.0662094
           6     6.93333  0.00483333  0.00441221
           6         7.2           0           0
           6     7.46667           0           0
           6     7.73333           0           0
           7           0    0.296286    0.133215
           7    0.266667    0.922714    0.227644
           7    0.533333     1.98029    0.229263
           7         0.8     4.58771    0.399654
           7     1.06667     7.54586    0.695229
           7     1.33333     9.41157    0.582894
           7         1.6     10.1527    0.628417
           7     1.86667     12.3713     1.08711
           7     2.13333     10.5356    0.689412
           7         2.4      11.273    0.860248
           7     2.66667     9.66957    0.459224
           7     2.93333     9.15957     0.58535
           7         3.2     6.42257    0.410716
           7     3.46667     4.45386    0.454074
           7     3.73333     3.64871    0.511832
           7           4       2.787    0.326146
           7     4.26667     1.26371    0.294772
           7     4.53333    0.490143    0.145358
           7         4.8    0.177286   0.0560625
           7     5.06667    0.151857   0.0499659
           7     5.33333       0.308    0.120315
           7         5.6    0.122714   0.0781865
           7     5.86667   0.0667143   0.0617654
           7     6.13333 0.000714286   0.0006613
           7         6.4   0.0985714    0.090337
           7     6.66667   0.0978571   0.0587254
           7     6.93333  0.00414286  0.00383554
           7         7.2           0           0
           7     7.46667           0           0
           7     7.73333           0           0
           8           0     0.25925    0.121603
           8    0.266667    0.870875    0.205006
           8    0.533333     2.40287    0.443285
           8         0.8       4.667    0.357475
           8     1.06667       7.836    0.666123
           8     1.33333     9.62562    0.547928
           8         1.6     10.5026    0.639909
           8     1.86667     12.1589    0.971754
           8     2.13333      10.369    0.623033
           8         2.4     10.5615     1.00476
           8     2.66667     9.08413    0.679238
           8     2.93333      9.0055    0.532072
           8         3.2      6.4505    0.360325
           8     3.46667     4.39312    0.401355
           8     3.73333     3.89162    0.502198
           8           4     2.75062    0.287399
           8     4.26667     1.32638    0.264502
           8     4.53333       0.718    0.248205
           8         4.8     0.22275    0.064923
           8     5.06667      0.1665   0.0458155
           8     5.33333     0.29175    0.106367
           8         5.6    0.200125   0.0996179
           8     5.86667     0.06925   0.0540968
           8     6.13333    0.000625 0.000584634
           8         6.4     0.08625   0.0798807
           8     6.66667    0.085625   0.0526432
           8     6.93333    0.003625  0.00339088
           8         7.2           0           0
           8     7.46667           0           0
           8     7.73333           0           0
           9           0    0.240333    0.109553
           9    0.266667    0.798889    0.194456
           9    0.533333     2.59844    0.435038
           9         0.8     4.62578    0.320124
           9     1.06667     8.16533    0.668583
           9     1.33333     10.2172    0.740483
           9         1.6     10.6413    0.583648
           9     1.86667     11.7577    0.942975
           9     2.13333     10.1398    0.594481
           9         2.4     10.1674    0.967308
           9     2.66667     8.74011    0.685369
           9     2.93333     9.00744    0.472956
           9         3.2     6.43544    0.320603
           9     3.46667     4.32156    0.363085
           9     3.73333     3.89444    0.446406
           9           4     2.66956    0.266655
           9     4.26667     1.31133     0.23554
           9     4.53333    0.985222    0.334888
           9         4.8    0.335778    0.121186
           9     5.06667    0.218111   0.0634528
           9     5.33333    0.329667    0.101081
           9         5.6       0.181   0.0903665
           9     5.86667   0.0615556   0.0486302
           9     6.13333 0.000555556 0.000523783
           9         6.4   0.0766667   0.0715776
           9     6.66667   0.0761111   0.0476459
           9     6.93333  0.00322222  0.00303794
           9         7.2           0           0
           9     7.46667           0           0
           9     7.73333           0           0
          10           0      0.2277   0.0993233
          10    0.266667       0.822    0.176378
          10    0.533333      2.5361    0.395976
          10         0.8      4.6324     0.28818
          10     1.06667      8.1959    0.602423
          10     1.33333     10.3661    0.681236
          10         1.6     10.5883    0.527687
          10     1.86667     11.5751     0.86617
          10     2.13333     10.4756    0.622703
          10         2.4     10.0531     0.87731
          10     2.66667      8.6996    0.618028
          10     2.93333      8.8171     0.46238
          10         3.2      6.4179    0.289023
          10     3.46667      4.2885    0.328278
          10     3.73333      3.9808    0.410033
          10           4       2.597    0.249665
          10     4.26667      1.3511    0.215317
          10     4.53333      1.0577    0.309142
          10         4.8      0.3856    0.118869
          10     5.06667      0.2434   0.0619423
          10     5.33333      0.3256   0.0910547
          10         5.6      0.1671   0.0823919
          10     5.86667      0.0554    0.044155
          10     6.13333      0.0005 0.000474342
          10         6.4       0.069   0.0648292
          10     6.66667      0.0685    0.043485
          10     6.93333      0.0029  0.00275118
          10         7.2           0           0
          10     7.46667           0           0
          10     7.73333           0           0
