# VELOCITY:    AVE_POFV:        ERROR:
           1           0           0           0
           1    0.266667       0.477           0
           1    0.533333       2.446           0
           1         0.8       3.774           0
           1     1.06667        4.26           0
           1     1.33333      10.886           0
           1         1.6       11.17           0
           1     1.86667      15.361           0
           1     2.13333       9.853           0
           1         2.4        15.3           0
           1     2.66667       9.248           0
           1     2.93333       9.486           0
           1         3.2       6.332           0
           1     3.46667        4.14           0
           1     3.73333       1.746           0
           1           4       1.325           0
           1     4.26667       0.349           0
           1     4.53333         0.1           0
           1         4.8        0.01           0
           1     5.06667       0.333           0
           1     5.33333       0.404           0
           1         5.6           0           0
           1     5.86667           0           0
           1     6.13333           0           0
           1         6.4       0.684           0
           1     6.66667       0.316           0
           1     6.93333           0           0
           1         7.2           0           0
           1     7.46667           0           0
           1     7.73333           0           0
           2           0           0           0
           2    0.266667        0.41   0.0473762
           2    0.533333       1.514    0.659024
           2         0.8       3.379    0.279307
           2     1.06667       6.899     1.86605
           2     1.33333      9.8395    0.739987
           2         1.6     10.5525    0.436638
           2     1.86667     15.8635    0.355321
           2     2.13333      9.7035    0.105712
           2         2.4      14.658    0.453963
           2     2.66667       9.905    0.464569
           2     2.93333       9.362   0.0876812
           2         3.2       5.315    0.719128
           2     3.46667      4.1255    0.010253
           2     3.73333       1.701   0.0318198
           2           4       1.834    0.359917
           2     4.26667        1.17    0.580535
           2     4.53333      0.1265   0.0187383
           2         4.8       0.229    0.154856
           2     5.06667       0.265   0.0480833
           2     5.33333      0.2055    0.140361
           2         5.6      0.0045  0.00318198
           2     5.86667      0.2335    0.165109
           2     6.13333      0.0025  0.00176777
           2         6.4       0.345    0.239709
           2     6.66667      0.3425   0.0187383
           2     6.93333      0.0145    0.010253
           2         7.2           0           0
           2     7.46667           0           0
           2     7.73333           0           0
           3           0       0.001 0.000816497
           3    0.266667    0.313333   0.0850129
           3    0.533333        1.63    0.449442
           3         0.8       3.716    0.332242
           3     1.06667        7.68     1.39795
           3     1.33333     8.85033    0.946398
           3         1.6      10.714    0.319567
           3     1.86667      14.545      1.1023
           3     2.13333     10.9297     1.00364
           3         2.4     13.2763     1.16802
           3     2.66667     10.0443    0.329946
