   Gen     Avg_len    Best_len     Best_path
   167     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   168     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   169     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   170     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   171     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   172     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   173     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   174     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   175     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   176     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   177     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   178     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   179     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   180     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   181     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   182     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   183     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   184     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   185     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   186     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   187     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   188     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   189     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   190     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   191     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   192     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   193     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   194     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   195     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   196     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   197     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   198     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   199     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   200     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   201     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   202     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   203     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   204     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   205     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   206     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   207     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   208     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   209     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   210     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   211     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   212     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   213     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   214     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   215     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   216     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   217     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   218     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   219     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   220     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   221     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   222     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   223     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   224     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   225     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   226     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   227     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   228     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   229     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   230     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   231     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   232     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   233     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   234     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   235     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   236     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   237     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   238     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   239     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   240     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   241     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   242     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   243     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   244     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   245     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   246     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   247     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   248     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   249     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   250     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   251     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   252     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   253     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   254     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   255     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   256     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   257     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   258     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   259     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   260     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   261     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   262     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   263     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   264     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   265     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   266     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   267     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   268     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   269     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   270     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   271     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   272     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   273     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   274     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   275     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   276     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   277     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   278     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   279     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   280     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   281     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   282     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   283     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   284     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   285     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   286     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   287     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   288     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   289     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   290     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   291     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   292     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   293     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   294     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   295     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   296     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   297     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   298     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   299     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   300     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   301     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   302     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   303     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   304     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   305     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   306     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   307     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   308     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   309     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   310     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   311     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   312     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   313     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   314     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   315     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   316     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   317     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   318     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   319     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   320     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   321     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   322     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   323     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   324     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   325     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   326     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   327     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   328     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   329     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   330     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   331     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   332     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   333     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
   334     6.24306     6.24306     0 7 20 13 18 9 11 12 25 21 2 6 8 32 31 19 33 15 5 17 27 24 26 4 30 10 3 16 28 29 22 23 1 14 0
