   Gen     Avg_len    Best_len     Best_path
   166     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   167     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   168     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   169     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   170     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   171     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   172     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   173     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   174     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   175     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   176     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   177     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   178     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   179     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   180     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   181     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   182     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   183     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   184     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   185     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   186     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   187     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   188     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   189     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   190     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   191     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   192     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   193     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   194     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   195     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   196     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   197     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   198     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   199     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   200     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   201     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   202     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   203     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   204     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   205     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   206     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   207     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   208     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   209     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   210     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   211     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   212     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   213     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   214     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   215     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   216     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   217     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   218     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   219     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   220     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   221     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   222     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   223     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   224     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   225     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   226     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   227     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   228     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   229     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   230     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   231     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   232     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   233     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   234     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   235     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   236     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   237     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   238     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   239     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   240     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   241     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   242     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   243     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   244     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   245     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   246     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   247     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   248     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   249     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   250     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   251     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   252     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   253     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   254     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   255     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   256     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   257     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   258     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   259     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   260     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   261     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   262     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   263     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   264     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   265     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   266     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   267     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   268     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   269     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   270     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   271     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   272     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   273     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   274     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   275     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   276     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   277     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   278     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   279     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   280     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   281     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   282     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   283     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   284     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   285     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   286     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   287     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   288     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   289     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   290     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   291     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   292     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   293     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   294     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   295     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   296     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   297     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   298     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   299     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   300     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   301     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   302     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   303     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   304     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   305     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   306     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   307     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   308     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   309     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   310     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   311     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   312     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   313     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   314     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   315     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   316     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   317     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   318     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   319     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   320     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   321     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   322     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   323     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   324     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   325     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   326     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   327     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   328     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   329     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   330     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   331     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   332     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   333     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
