   Gen     Avg_len    Best_len     Best_path
   334     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   335     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   336     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   337     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   338     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   339     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   340     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   341     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   342     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   343     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   344     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   345     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   346     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   347     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   348     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   349     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   350     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   351     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   352     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   353     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   354     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   355     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   356     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   357     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   358     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   359     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   360     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   361     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   362     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   363     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   364     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   365     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   366     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   367     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   368     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   369     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   370     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   371     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   372     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   373     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   374     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   375     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   376     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   377     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   378     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   379     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   380     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   381     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   382     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   383     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   384     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   385     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   386     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   387     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   388     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   389     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   390     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   391     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   392     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   393     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   394     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   395     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   396     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   397     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   398     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   399     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   400     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   401     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   402     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   403     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   404     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   405     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   406     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   407     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   408     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   409     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   410     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   411     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   412     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   413     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   414     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   415     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   416     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   417     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   418     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   419     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   420     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   421     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   422     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   423     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   424     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   425     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   426     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   427     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   428     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   429     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   430     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   431     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   432     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   433     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   434     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   435     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   436     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   437     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   438     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   439     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   440     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   441     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   442     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   443     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   444     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   445     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   446     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   447     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   448     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   449     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   450     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   451     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   452     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   453     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   454     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   455     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   456     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   457     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   458     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   459     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   460     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   461     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   462     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   463     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   464     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   465     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   466     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   467     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   468     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   469     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   470     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   471     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   472     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   473     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   474     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   475     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   476     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   477     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   478     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   479     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   480     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   481     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   482     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   483     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   484     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   485     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   486     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   487     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   488     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   489     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   490     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   491     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   492     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   493     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   494     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   495     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   496     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   497     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   498     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
   499     5.08501     5.08501     0 17 30 19 6 29 3 31 22 21 20 1 32 18 28 26 4 24 27 5 12 16 15 2 13 8 7 23 10 9 25 33 14 11 0
